i>>?CLAVE,SITIO,,,,,O_CUENCA,,,ESTADO,,,CUENCA,,,C_AGUA,,,SUBTIPO
DLCOA502,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  3,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,CUATRO CIENEGAS,,,LAGO
DLCOA503,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  4,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,CUATRO CIENEGAS,,,LAGO
DLCOA504,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  6,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,CUATRO CIENEGAS,,,RIO
DLCOA505,AREA DE PROTECCION DE FLORA Y FAUNA CUATRO CIENEGAS  2,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,CUATRO CIENEGAS,,,LAGO
DLCOA487,CORTINA PRESA LA AMISTAD,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA488,PRESA INTERNACIONAL LA AMISTAD 4,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA494,PRESA INTERNACIONAL LA AMISTAD 1,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA495,PRESA INTERNACIONAL LA AMISTAD 2,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA496,PRESA INTERNACIONAL LA AMISTAD 3,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA490,PRESA INTERNACIONAL LA AMISTAD 5,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,PRESA INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA491,PRESA INTERNACIONAL LA AMISTAD 6,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,PRESA INTERNACIONAL LA AMISTAD,,,PRESA
DLCOA431,PRESA VENUSTIANO CARRANZA 4,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA432,PRESA VENUSTIANO CARRANZA 5,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA433,PRESA VENUSTIANO CARRANZA 1,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA434,PRESA VENUSTIANO CARRANZA 2,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA435,PRESA VENUSTIANO CARRANZA III,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA437,CORTINA PRESA VENUSTIANO CARRANZA,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,PRESA VENUSTIANO CARRANZA,,,PRESA
DLCOA444,AGUAS ABAJO DEL POBLADO NUEVA ROSITA,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO ALAMO,,,RIO
DLCOA445,AGUAS ARRIBA DEL POBLADO NUEVA ROSITA,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO ALAMO,,,RIO
DLCOA478,TOMA DE AGUA DE CFE,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 9,,,RIO BRAVO,,,RIO
DLCOA479,RIO BRAVO 11,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 9,,,RIO BRAVO,,,RIO
DLCOA481,PUENTE INTERNACIONAL PIEDRAS NEGRAS,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 9,,,RIO BRAVO,,,RIO
DLCOA484,RIO BRAVO POBLADO BALCONES,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 7,,,RIO BRAVO,,,RIO
DLCOA486,PARQUE INDUSTRIAL ACU&A,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 6,,,RIO BRAVO,,,RIO
DLCOA489,REPRESA HIDRAULICA DEL RIO,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 5,,,RIO BRAVO,,,PRESA
DLCOA480,AGUAS ARRIBA DE CONFLUENCIA CON RIO BRAVO,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 9,,,RIO ESCONDIDO,,,RIO
DLCOA436,RIO SABINAS 6,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,RIO SABINAS,,,RIO
DLCOA439,RIO SABINAS 4,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,RIO SABINAS,,,RIO
DLCOA441,PUENTE RIO SABINAS,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SALADO,,,RIO SABINAS,,,RIO
DLCOA442,AGUAS ABAJO DE SABINAS,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SABINAS,,,RIO
DLCOA446,EN POBLADO DE SAN JUAN DE SABINAS,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SABINAS,,,RIO
DLCOA448,RIO SABINAS 3,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SABINAS,,,RIO
DLCOA449,RIO SABINAS 2,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SABINAS,,,RIO
DLCOA451,RIO SABINAS 1,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SABINAS,,,RIO
DLCOA438,HIDROMETRICA PROGRESO,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO NADADORES,,,RIO SALADO,,,RIO
DLCOA483,AGUAS ABAJO DE CONFLUENCIA CON RIO BRAVO,,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO BRAVO 7,,,RIO SAN DIEGO,,,RIO
DLCOA450,ANTES DEL POBLADO MELCHOR OCAMPO (MUZQUIZ),,,,,RIO BRAVO,,,COAHUILA DE ZARAGOZA,,,RIO SABINAS,,,RIO SAN JUAN DE SABINAS,,,RIO
OCRBR5035M1,ARROYO PIOJOS (AGUAS ARRIBA DULCES NOMBRES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO AYANCUAL,,,ARROYO
OCRBR5037M1,ARROYO AYANCUAL VADO FRANCISCO VILLA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO AYANCUAL,,,ARROYO
OCRBR5048M1,AYANCUAL,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO AYANCUAL,,,ARROYO
OCRBR5036M1,ARROYO LA TALAVERNA AGUAS ARRIBA DULCES NOMBRES,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO LA TALAVERNA,,,ARROYO
OCRBR5041M1,MEDEROS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,ARROYO MEDEROS O ELIZONDO,,,ARROYO
OCRBR5075M1,ARROYO MIRELES(AGUAS ARRIBA PTAR. ALLENDE II),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,ARROYO MIRELES,,,ARROYO
OCRBR5076M1,ARROYO MIRELES(AGUAS ABAJO PTAR. ALLENDE),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,ARROYO MIRELES,,,ARROYO
OCRBR5021M1,TOPO CHICO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,ARROYO
OCRBR5024M1,"HYLSA, S.A. DE C.V. (AGUAS ABAJO)",,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,ARROYO
OCRBR5024M2,AGUAS ABAJO CERVECERIA HYLSA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,DESCARGA
OCRBR5025M1,"HYLSA, S.A. DE C.V. (AGUAS ARRIBA)",,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,ARROYO
OCRBR5031M1,TOPO CHICO (AGUAS ARRIBA PTAR AGUA FRIA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,ARROYO
OCRBR5032M1,TOPO CHICO (AGUAS ABAJO PTAR AGUA FRIA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,ARROYO TOPO CHICO,,,ARROYO
OCRBR5095M1,BA&O DE SAN IGNACIO1,,,,,RIO BRAVO,,,NUEVO LEON,,,ARROYO LOS ANEGADOS O CONCHOS,,,HUMEDAL BA&O DE SAN IGNACIO,,,RIO
OCRBR5096M1,BA&O DE SAN IGNACIO2,,,,,RIO BRAVO,,,NUEVO LEON,,,ARROYO LOS ANEGADOS O CONCHOS,,,HUMEDAL BA&O DE SAN IGNACIO,,,RIO
OCRBR4985M1,OBRA DE TOMA LAGUNA SALINILLAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,LAGUNA SALINILLAS,,,PRESA
OCRBR5094M1,ENTRADA DE LA PRESA(POPOTE II),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PABLILLO 2,,,PRESA CERRO PRIETO,,,PRESA
OCRBR5097M1,OBRA DE TOMA PRESA CERRO PRIETO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PABLILLO 2,,,PRESA CERRO PRIETO,,,PRESA
OCRBR5057M1,CORTINA PRESA EL CUCHILLO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA EL CUCHILLO,,,PRESA
OCRBR5058M1,OBRA DE TOMA PRESA EL CUCHILLO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA EL CUCHILLO,,,PRESA
OCRBR5052M1,PRESA EL GOBIERNO 3,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,PRESA EL GOBIERNO,,,PRESA
OCRBR5071M1,PRESA RODRIGO GOMEZ(LA BOCA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA RODRIGO GOMEZ,,,PRESA
OCRBR5072M1,FRENTE A COMPUERTAS PRESA LA BOCA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA RODRIGO GOMEZ,,,PRESA
OCRBR5073M1,ARROYO LA CHUECA(PRESA RODRIGO GOMEZ,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA RODRIGO GOMEZ,,,PRESA
OCRBR5074M1,PRESA RODRIGO GOMEZ 3,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,PRESA RODRIGO GOMEZ,,,PRESA
OCRBR4974M1,RIO AGUALEGUAS AGUAS ABAJO DE LA LAGUNA DE OXIDACION,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO ALAMO,,,RIO AGUALEGUAS,,,RIO
OCRBR4975M1,RIO ALAMO (AGUAS ABAJO DE LA CABECERA MUNICIPAL),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO ALAMO,,,RIO ALAMO,,,RIO
OCRBR4976M1,RIO ALAMO (AGUAS ABAJO DEL EJIDO 5 DE MAYO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO ALAMO,,,RIO ALAMO,,,RIO
OCRBR4976M2,RIO ALAMO (POBLADO PALO ALTO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO ALAMO,,,RIO ALAMO,,,RIO
OCRBR5103M1,RIO BLANCO (AGUAS ABAJO DE LA PTAR DE ARAMBERRI),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO BLANCO,,,RIO BLANCO,,,RIO
OCRBR5104M1,AGUAS ARRIBA DE ZARAGOZA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO BLANCO,,,RIO BLANCO,,,RIO
OCRBR5078M1,RIO BLANQUILLO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO BLANQUILLO,,,RIO
OCRBR5079M1,RIO BLANQUILLO (AGUAS ABAJO PTAR),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO BLANQUILLO,,,RIO
OCRBR4982M1,CA&ON RIO BUSTAMANTE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO BUSTAMANTE,,,RIO
OCRBR5090M1,SOTOLAR (O CABEZONES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO POTOSI 1,,,RIO CABEZONES,,,RIO
OCRBR5099M1,EL POPOTE (O CAMACHO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PABLILLO 2,,,RIO CAMACHO,,,RIO
OCRBR4981M1,RIO CANDELA FRENTE A EJIDO HORCONES,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO CANDELA,,,RIO
OCRBR4983M1,RIO CANDELA (PASO DE LAGUNA EN CARROZA AGUAS ARRIBA LAMPAZOS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO CANDELA,,,RIO
OCRBR4984M1,RIO CANDELA (AGUAS ABAJO DE LAGUNAS DE OXIDACION DE LAMPAZOS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO CANDELA,,,RIO
OCRBR5080M1,RAYONES,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO CASILLAS,,,RIO
OCRBR5038M1,LA SILLA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO LA SILLA,,,RIO
OCRBR5040M1,RIO LA SILLA (PUENTE CHAPULTEPEC),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO LA SILLA,,,RIO
OCRBR5092M1,PABLILLO (LA PETACA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PABLILLO 2,,,RIO PABLILLO,,,RIO
OCRBR4974M2,RIO PESQUERIA EN AVENIDA PARQUE INDUSTRIAL,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR4975M2,RIO PESQUERIA AGUAS ABAJO PUENTE ALCALI,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5009M1,PARQUE NACATAZ,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5010M1,RIO PESQUERIA AGUAS ARRIBA DE PTAR GARCIA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5011M1,RIO PESQUERIA PUENTE LINCOLN,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5016M1,RIO PESQUERIA AGUAS ARRIBA PTAR NORTE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5017M1,RIO PESQUERIA AGUAS ABAJO PTAR NORTE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5018M1,ESCOBEDO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5027M1,METALES REFINADOS AGUAS ABAJO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5028M1,PIELES Y GRASAS AGUAS ABAJO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5029M1,RIO PESQUERIA (AGUAS ARRIBA PTAR SANTA ROSA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5030M1,RIO PESQUERIA (AGUAS ABAJO PTAR SANTA ROSA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5042M1,RIO PESQUERIA (PE&ITAS AGUAS ARRIBA PTAR PESQUERIA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5043M1,RIO PESQUERIA (AGUAS ARRIBA PTAR DULCES NOMBRES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5044M1,LA ARENA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5049M1,LOS RAMONES,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5050M1,LOS RAMONES (AGUAS ABAJO DEL POBLADO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5051M1,RIO PESQUERIA (TOMA HIGUERAS AGUAS ABAJO LAGUNA OX RAMONES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO PESQUERIA,,,RIO
OCRBR5053M1,LOS HERRERA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO PESQUERIA,,,RIO
OCRBR5054M1,RIO PESQUERIA (AGUAS ABAJO LAGUNAS DE OX LOS HERRERAS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO PESQUERIA,,,RIO
OCRBR5054M2,RIO PESQUERIA (AGUAS ABAJO LAGUNA DE LOS HERRERAS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO PESQUERIA,,,RIO
OCRBR5082M1,RIO PILON,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5083M1,PILON (AGUAS ARRIBA DE PTAR MONTEMORELOS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5084M1,RIO PILON (AGUAS ABAJO PTAR. MONTEMORELOS),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5085M1,RIO PILON (AGUAS ARRIBA PTAR. MONTEMORELOS II),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5086M1,RIO PILON (AGUAS ABAJO PTAR. MONTEMORELOS II),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5088M1,SABINO GORDO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO PILON,,,RIO
OCRBR5091M1,AGUA ABAJO DE ESTACION HUERTAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO POTOSI 2,,,RIO POTOSI,,,RIO
OCRBR5064M1,RIO RAMOS VADO LAS TRANCAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO RAMOS,,,RIO
OCRBR5077M1,RIO RAMOS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO RAMOS,,,RIO
OCRBR5148M2,RIO RAMOS AGUAS ARRIBA DEL EJIDO EL FRAILE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO RAMOS,,,RIO
OCRBR4978M1,CHARCO DEL LOBO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO SABINAS,,,RIO
OCRBR4980M1,PUENTE VADO PASO LAS LAJAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO SALADO,,,RIO
OCRBR4986M1,RIO SALADO AGUAS ARRIBA DE LA PTAR ANAHUAC,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO SALADO,,,RIO
OCRBR4987M1,RIO SALADO (AGUAS DEBAJO DE PTAR ANAHUAC),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO SALADO,,,RIO
OCRBR4988M1,RIO SALADO (PASO DE LAS MUJERES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO SALADO,,,RIO
OCRBR4991M1,RIO SALINAS AGUAS ARRIBA PTAR MINA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4992M1,RIO SALINAS AGUAS ABAJO PTAR MINA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4993M1,RIO SALINAS (AGUAS ARRIBA LAGUNA OX. HIDALGO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4994M1,RIO SALINAS (AGUAS ARRIBA PTAR ABASOLO),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4995M1,RIO SALINAS (AGUAS ARRIBA PTAR EL CARMEN),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4996M1,RIO SALINAS (AGUAS ABAJO LAGUNAS DEL CARMEN),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR4997M1,RIO SALINAS (AGUAS ABAJO PTAR SALINAS VICTORIA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5000M1,CIENEGA DE FLORES,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5002M1,AGUAS ARRIBA DEL RASTRO TIF,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5003M1,RIO SALINAS (AGUAS ABAJO LAGUNAS OXIDACION CIENEGA DE FLORES),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5004M1,REAL SAN PEDRO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5005M1,RIO SALINAS (AGUAS ARRIBA LAGUNA OXIDACION ZUAZUA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5006M1,RIO SALINAS (AGUAS ABAJO LAGUNA OXIDACION ZUAZUA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5035M2,RIO SALINAS AGUAS DEBAJO DE LA EMPRESA BACHOCO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5045M1,RIO SALINAS AGUAS ARRIBA DE LA CONFLUENCIA CON EL RIO PESQUERIA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5088M2,RIO SALINAS CRUCE CON AUTOPISTA MONTERREY-LAREDO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO PESQUERIA,,,RIO SALINAS,,,RIO
OCRBR5055M1,LOS ALDAMAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO SAN JUAN,,,RIO
OCRBR5056M1,CHINA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO SAN JUAN,,,RIO
OCRBR5059M1,LAS ENRAMADAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SAN JUAN,,,RIO
OCRBR5060M1,RIO SAN JUAN AGUAS ABAJO DEL ARROYO EL TRETO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 2,,,RIO SAN JUAN,,,RIO
OCRBR5063M1,SAN JUAN (AGUAS ABAJO VIA FFCC),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SAN JUAN,,,RIO
OCRBR5068M1,EL CASTILLO,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SAN JUAN,,,RIO
OCRBR5070M1,LA BOCA RIO SAN JUAN AGUAS ABAJO PTAR,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SAN JUAN,,,RIO
OCRBR5039M1,LAS ADJUNTAS,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SANTA CATARINA,,,RIO
OCRBR5061M1,TEPEHUAJE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SANTA CATARINA,,,RIO
OCRBR5065M1,RIO SANTA CATARINA CONFLUENCIA RIO SAN JUAN,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SANTA CATARINA,,,RIO
OCRBR5066M1,RIO SANTA CATARINA (AGUAS ABAJO CADEREYTA),,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SANTA CATARINA,,,RIO
OCRBR5067M1,CADEREYTA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SAN JUAN 1,,,RIO SANTA CATARINA,,,RIO
OCRBR4977M1,PUENTE CARRETERA A COLOMBIA AGUAS ARRIBA,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO VILLALDAMA,,,RIO
OCRBR4979M1,TOMA SANTA FE,,,,,RIO BRAVO,,,NUEVO LEON,,,RIO SALADO,,,RIO VILLALDAMA,,,RIO
OCRBR5110M1,CANAL ANZALDUAS (COLONIA AGRICOLA MARIO SOUZA),,,,,RIO BRAVO,,,TAMAULIPAS,,,RIO BRAVO 13,,,CANAL ANZALDUAS,,,CANAL
OCRBR5126M1,PUENTE CARRETERO-109 (BRECHA),,,,,RIO BRAVO,,,TAMAULIPAS,,,RIO BRAVO 13,,,CANAL ANZALDUAS,,,CANAL
OCRBR5133M1,CANAL ANZALDUAS PUENTE PALO BLANCO,,,,,RIO BRAVO,,,TAMAULIPAS,,,RIO BRAVO 13,,,CANAL ANZALDUAS,,,CANAL
